Row,Best_Algorithm
0,3
1,3
2,3
3,0
4,0
5,0
6,0
7,3
8,3
9,3
10,3
11,3
12,3
13,3
14,0
15,0
16,3
17,3
18,0
19,0
20,2
21,0
22,0
23,3
24,1
25,1
26,1
27,3
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,1
37,0
38,2
39,0
40,0
41,1
42,1
43,3
44,3
45,3
46,1
47,3
48,3
49,0
50,0
51,3
52,3
53,0
54,0
55,3
56,3
57,0
58,0
59,0
60,0
61,0
62,0
63,1
64,3
65,3
66,3
67,0
68,0
69,0
70,1
71,1
72,1
73,1
74,3
75,1
76,1
77,1
78,0
79,0
80,0
81,0
82,0
83,0
84,3
85,3
86,3
87,3
88,3
89,3
90,3
91,3
92,3
93,3
94,3
95,3
96,3
97,1
98,1
99,1
100,0
101,0
102,0
103,3
104,3
105,3
106,3
107,3
108,1
109,1
110,1
111,3
112,1
113,0
114,0
115,0
116,0
117,0
118,1
119,1
120,1
121,2
122,3
123,3
124,3
125,3
126,3
127,3
128,3
129,3
130,3
131,3
132,3
133,3
134,3
135,3
136,3
137,3
138,3
139,3
140,0
141,3
142,0
143,3
144,3
145,3
146,3
147,1
148,0
149,3
150,3
151,3
152,3
153,3
154,3
155,3
156,3
157,3
158,3
159,0
160,1
161,1
162,1
163,3
164,3
165,3
166,2
167,3
168,3
169,3
170,3
171,3
172,3
173,3
174,3
175,3
176,3
177,3
178,1
179,3
180,3
181,3
182,3
183,3
184,3
185,3
186,3
187,3
188,3
189,3
190,1
191,3
192,1
193,3
194,1
195,3
196,3
197,3
198,3
199,3
200,3
201,3
202,1
203,1
204,3
205,3
206,3
207,3
208,3
209,3
210,3
211,3
212,3
213,3
214,3
215,3
216,3
217,3
218,3
219,3
220,3
221,3
222,3
223,2
224,0
225,3
226,3
227,3
228,3
229,3
230,3
231,3
232,3
233,3
234,3
235,3
236,3
237,2
238,3
239,3
240,3
241,3
242,3
243,1
244,3
245,3
246,3
247,3
248,0
249,0
250,0
251,0
252,0
253,1
254,1
255,0
256,2
257,2
258,0
259,0
260,0
261,1
262,0
263,0
264,0
265,0
266,0
267,0
268,0
269,0
270,0
271,0
272,0
273,0
274,0
275,1
276,0
277,0
278,0
279,0
280,0
281,0
282,0
283,0
284,1
285,0
286,0
287,0
288,3
289,3
290,3
291,2
292,3
293,3
294,0
295,0
296,3
297,1
298,1
299,3
300,3
301,3
302,3
303,1
304,3
305,3
306,3
307,0
308,3
309,0
310,1
311,3
312,3
313,3
314,0
315,3
316,0
317,0
318,0
319,0
320,2
321,3
322,3
323,1
324,3
325,3
326,3
327,3
328,3
329,3
330,3
331,3
332,2
333,2
334,2
335,3
336,3
337,3
338,2
339,3
340,3
341,3
342,3
343,3
344,3
345,3
346,3
347,3
348,3
349,3
350,3
351,3
352,3
353,3
354,3
355,3
356,3
357,3
358,3
359,3
360,3
361,3
362,3
363,3
364,3
365,3
366,3
367,3
368,3
369,3
370,2
371,3
372,3
373,3
374,3
375,3
376,3
377,3
378,3
379,3
380,3
381,3
382,3
383,3
384,3
385,3
386,2
387,3
388,3
389,3
390,3
391,3
392,3
393,3
394,3
395,3
396,3
397,3
398,3
399,3
400,3
401,3
402,2
403,3
404,3
405,3
406,3
407,3
408,3
409,3
410,3
411,3
412,3
413,3
414,3
415,3
416,3
417,3
418,3
419,3
420,3
421,3
422,3
423,3
424,2
425,2
426,0
427,3
428,3
429,3
430,3
431,3
432,3
433,3
434,3
435,3
436,3
437,2
438,0
439,3
440,3
441,3
442,3
443,3
444,3
445,3
446,3
447,3
448,3
449,3
450,2
451,3
452,3
453,3
454,3
455,3
456,3
457,3
458,3
459,3
460,3
461,3
462,3
463,3
464,3
465,3
466,3
467,3
468,3
469,3
470,3
471,3
472,3
473,3
474,3
475,3
476,3
477,3
478,3
479,3
480,3
481,3
482,3
483,3
484,3
485,3
486,3
487,3
488,1
489,3
490,3
491,2
492,3
493,3
494,3
495,3
496,3
497,3
498,3
499,3
500,3
501,3
502,3
503,3
504,3
505,2
506,3
507,3
508,3
509,3
510,3
511,3
512,3
513,3
514,3
515,3
516,3
517,3
518,3
519,3
520,3
521,3
522,3
523,3
524,3
525,3
526,3
527,3
528,3
529,3
530,3
531,3
532,3
533,3
534,3
535,3
536,3
537,1
538,3
539,3
540,2
541,3
542,3
543,3
544,3
545,3
546,3
547,3
548,3
549,3
550,3
551,3
552,3
553,3
554,3
555,3
556,3
557,3
558,3
559,3
560,2
561,3
562,3
563,3
564,3
565,3
566,3
567,3
568,3
569,3
570,3
571,3
572,3
573,3
574,3
575,3
576,3
577,3
578,3
579,3
580,3
581,3
582,3
583,3
584,3
585,2
586,3
587,3
588,3
589,3
590,3
591,3
592,3
593,3
594,3
595,3
596,3
597,3
598,3
599,2
600,3
601,3
602,3
603,3
604,1
605,3
606,3
607,3
608,3
609,3
610,3
611,3
612,3
613,3
614,3
615,3
616,3
617,3
618,3
619,3
620,3
621,3
622,3
623,3
624,3
625,3
626,3
627,3
628,3
629,3
630,3
631,0
632,0
633,0
634,0
635,0
636,0
637,1
638,0
639,1
640,1
641,1
642,0
643,1
644,1
645,1
646,1
647,0
648,1
649,1
650,0
651,0
652,0
653,3
654,1
655,1
656,1
657,1
658,0
659,0
660,1
661,0
662,0
663,0
664,1
665,1
666,1
667,1
668,0
669,0
670,1
671,1
672,1
673,1
674,1
675,3
676,3
677,3
678,0
679,0
680,0
681,1
682,1
683,1
684,1
685,1
686,0
687,0
688,0
689,1
690,1
691,0
692,0
693,1
694,1
695,1
696,0
697,0
698,1
699,1
700,1
701,1
702,0
703,0
704,0
705,0
706,1
707,0
708,0
709,3
710,3
711,1
712,1
713,1
714,1
715,0
716,0
717,0
718,1
719,3
720,3
721,3
722,3
723,3
724,3
725,3
726,3
727,3
728,3
729,3
730,3
731,3
732,3
733,3
734,3
735,3
736,3
737,3
738,3
739,3
740,3
741,3
742,3
743,3
744,3
745,3
746,3
747,3
748,3
749,3
750,3
751,3
752,3
753,3
754,3
755,3
756,3
757,3
758,3
759,3
760,3
761,3
762,3
763,3
764,3
765,3
766,3
767,3
768,0
769,0
770,0
771,0
772,0
773,0
774,0
775,0
776,0
777,0
778,0
779,0
780,0
781,0
782,0
783,0
784,0
785,0
786,0
787,0
788,0
789,0
790,0
791,0
792,0
793,0
794,0
795,1
796,0
797,0
798,0
799,1
800,1
801,1
802,1
803,1
804,0
805,0
806,0
807,0
808,0
809,0
810,0
811,0
812,0
813,0
814,0
815,0
816,0
817,0
818,0
819,0
820,1
821,0
822,0
823,0
824,0
825,0
826,0
827,0
828,0
829,0
830,0
831,1
832,0
833,0
834,1
835,0
836,0
837,0
838,0
839,0
840,0
841,0
842,1
843,1
844,0
845,0
846,0
847,0
848,0
849,0
850,0
851,0
852,0
853,0
854,0
855,0
856,0
857,0
858,0
859,0
860,0
861,0
862,0
863,0
864,0
865,0
866,0
867,0
868,0
869,0
870,0
871,0
872,0
873,0
874,3
875,0
876,0
877,0
878,0
879,0
